diaObjectId,dec,ra,g_psfFluxErrMean,g_psfFluxLinearSlope,g_psfFluxMAD,g_psfFluxMax,g_psfFluxMean,g_psfFluxMeanErr,g_psfFluxMin,g_psfFluxNdata,g_psfFluxSigma,g_psfFluxStetsonJ,g_psfFluxChi2
630406022577522024,-10.360913822613195,106.05139423032395,199.224,,0.0,1058.5347900390625,1058.5347900390625,199.22421264648438,1058.5347900390625,1.0,,,0.0
611254385447540000,-28.10006623718279,53.20640113285964,113.648,,0.0,395.06060791015625,395.06060791015625,113.64765930175781,395.06060791015625,1.0,,,0.0
592913844301469532,-48.77783869095536,59.312823721514924,,,,,,,,,,,
628761153182369498,-10.662587410476768,105.95394177251559,193.853,,0.0,1155.6358642578125,1155.6358642578125,193.85313415527344,1155.6358642578125,1.0,,,0.0
630406022577523780,-10.39136518519182,106.1021861782053,,,,,,,,,,,
614431080698610800,-24.55851390289383,94.73770904143277,152.887,,0.0,-798.9693603515625,-798.9694213867188,152.88653564453125,-798.9693603515625,1.0,,,1.59376e-13
611255072642310120,-27.858828760678758,53.20311621632285,,,,,,,,,,,
630406022577532933,-10.352442231720152,106.10938800051223,,,,,,,,,,,
605446971188052083,-34.16044936403825,40.54007280807422,,,,,,,,,,,
614436853134657225,-24.968318238610603,95.56327416308503,322.311,,0.0,-1198.5076904296875,-1198.5076904296875,322.31060791015625,-1198.5076904296875,1.0,,,0.0
614436990573615730,-25.03810343394108,95.18226754356579,,,,,,,,,,,
630406709772292380,-10.235084194181793,106.12918651159589,196.092,,0.0,-1077.50048828125,-1077.50048828125,196.0923614501953,-1077.50048828125,1.0,,,0.0
628768506166390274,-10.72528211177971,106.34420939592667,,,,,,,,,,,
611255141361783081,-27.89592679672895,52.902545851296445,,,,,,,,,,,
648365514225090563,6.843307808757206,37.75658147332719,,,,,,,,,,,
592914600215708216,-48.521217153934394,59.12748089721821,,,,,,,,,,,
630405816419094137,-10.378217064477589,106.62172656509786,,,,,,,,,,,
628761153182369679,-10.719067583906519,106.0869062718274,168.995,,0.0,905.4151000976562,905.4151000976562,168.99465942382812,905.4151000976562,1.0,,,0.0
605447727102296313,-34.03693632741564,40.24596763675503,,,,,,,,,,,
592915218691003486,-48.40195226386514,59.30509979260247,,,,,,,,,,,
611254454167016142,-28.095890967863593,52.9717613635464,,,,,,,,,,,
592913844301468237,-48.82172630654307,59.518039268956485,,,,,,,,,,,
614436303378848779,-25.148460344694254,95.24021574314025,174.566,,0.0,888.3074951171875,888.3074951171875,174.56613159179688,888.3074951171875,1.0,,,0.0
628768574885859436,-10.681633649119963,106.23748935605585,,,,,,,,,,,
611253766972244550,-28.240190213522308,52.900194327774805,,,,,,,,,,,
628769880555915788,-10.436044541649798,106.40901107722733,179.669,,0.0,-1194.967529296875,-1194.967529296875,179.66864013671875,-1194.967529296875,1.0,,,0.0
628761840377145972,-10.500133192064567,106.0964212056288,730.646,,0.0,4028.85693359375,4028.85693359375,730.6459350585938,4028.85693359375,1.0,,,0.0
630406572333335608,-10.24577019304737,106.40581372129124,208.827,,0.0,1949.331787109375,1949.331787109375,208.8266143798828,1949.331787109375,1.0,,,0.0
611255003922833983,-27.949290891872227,53.33919369824466,,,,,,,,,,,
628769055922195604,-10.49737250917498,106.7379897181997,213.023,,0.0,1181.589111328125,1181.589111328125,213.0227508544922,1181.589111328125,1.0,,,0.0
628767818971615949,-10.95703954822455,106.38081540728118,,,,,,,,,,,
630407328247582729,-10.059192953268308,106.25771192320414,,,,,,,,,,,
609788805167191502,-28.424456626719294,53.34312963147587,171.187,,0.0,913.5476684570312,913.5477294921875,171.18707275390625,913.5476684570312,1.0,,,1.27121e-13
614438502402097949,-24.702793413884393,94.9162754605989,,,,,,,,,,,
614438364963144956,-24.621484462271354,95.30454196041242,,,,,,,,,,,
628761840377139783,-10.575337665283493,106.10881098498609,171.049,,0.0,892.6651000976562,892.6651000976562,171.04879760742188,892.6651000976562,1.0,,,0.0
614430393503844606,-24.769794076009788,94.7152588706596,,,,,,,,,,,
614437746487853631,-24.76113617035042,95.10291381288617,,,,,,,,,,,
604063373243452307,-34.493099682498496,40.158705713278586,207.047,,0.0,-1193.664306640625,-1193.664306640625,207.04733276367188,-1193.664306640625,1.0,,,0.0
614436234659367989,-25.163200039947935,95.37529685478867,168.038,,0.0,880.3096923828125,880.3096923828125,168.038330078125,880.3096923828125,1.0,,,0.0
592914737654661231,-48.60497797484852,58.54786137196715,,,,,,,,,,,
648372798489624858,6.706821016436378,38.18630932192384,150.685,,0.0,830.4169921875,830.4169921875,150.68460083007812,830.4169921875,1.0,,,0.0
648367713248346589,7.204983489468177,37.35351618723211,,,,,,,,,,,
628769811836439235,-10.413796231264785,106.59785448336363,,,,,,,,,,,
609789354922999846,-28.310344174755475,53.67427084478504,,,,,,,,,,,
648366957334102296,7.04678658815583,37.59899243730603,151.416,,0.0,1219.505615234375,1219.505615234375,151.41644287109375,1219.505615234375,1.0,,,0.0
614435684903551057,-25.23540048905837,95.11395132385039,456.694,-32.09019696451511,1174.37,4872.287109375,1038.4637451171875,71.04742431640625,-2859.386962890625,40.0,1933.4639537461426,3.0643714630005627,807.985
592913157106696311,-48.87768840033228,59.422048173413735,,,,,,,,,,,
628761771657667705,-10.556528502827566,106.15516232815636,286.523,,0.0,1767.474853515625,1767.474853515625,286.5234069824219,1767.474853515625,1.0,,,0.0
648365514225090694,6.840546084146976,37.7672345610199,,,,,,,,,,,
648364277274509544,6.3739044288568305,37.4731851329083,176.825,,0.0,2043.8714599609375,2043.871337890625,176.82516479492188,2043.8714599609375,1.0,,,4.76576e-13
628762527571910336,-10.44911343309256,105.98314359754582,,,,,,,,,,,
592915218691003815,-48.48450988235474,59.41335978746317,,,,,,,,,,,
628762527571903407,-10.427918956718935,105.97529235286899,,,,,,,,,,,
